device,HBMBw,HBMBwLow,hbmBwHigh,MALLBw,MALLBwLow,MALLBwHigh,L2Bw,L2BwLow,L2BwHigh,L1Bw,L1BwLow,L1BwHigh,LDSBw,LDSBwLow,LDSBwHigh,FP8Flops,FP8FlopsLow,FP8FlopsHigh,FP16Flops,FP16FlopsLow,FP16FlopsHigh,BF16Flops,BF16FlopsLow,BF16FlopsHigh,FP32Flops,FP32FlopsLow,FP32FlopsHigh,FP64Flops,FP64FlopsLow,FP64FlopsHigh,I8Ops,I8OpsLow,I8OpsHigh,I32Ops,I32OpsLow,I32OpsHigh,I64Ops,I64OpsLow,I64OpsHigh,MFMAF4Flops,MFMAF4FlopsLow,MFMAF4FlopsHigh,MFMAF6Flops,MFMAF6FlopsLow,MFMAF6FlopsHigh,MFMAF8Flops,MFMAF8FlopsLow,MFMAF8FlopsHigh,MFMAF16Flops,MFMAF16FlopsLow,MFMAF16FlopsHigh,MFMABF16Flops,MFMABF16FlopsLow,MFMABF16FlopsHigh,MFMAF32Flops,MFMAF32FlopsLow,MFMAF32FlopsHigh,MFMAF64Flops,MFMAF64FlopsLow,MFMAF64FlopsHigh,MFMAI8Ops,MFMAI8OpsLow,MFMAI8OpsHigh
0,4185.1455,4181.5293,4188.7617,6327.3979,6323.5059,6331.29,25504.238,25486.377,25522.1,34021.637,33990.305,34052.969,62144.844,62020.887,62268.801,82936.734,82904.617,82968.852,39535.363,39522.32,39548.406,5760.147,5758.2529,5762.041,130749.57,130463.96,131035.18,106125.94,105869.45,106382.42,82690.711,82662.562,82718.859,71761.867,71621.422,71902.312,19725.406,19714.291,19736.521,0,0,0,0,0,0,1916856.8,1913452.5,1920261,940836.56,940285.31,941387.81,522553.31,521984.56,523122.06,140014.03,139932.88,140095.19,145610.53,145481.77,145739.3,1001420.6,1000392.5,1002448.8
