device,HBMBw,HBMBwLow,hbmBwHigh,MALLBw,MALLBwLow,MALLBwHigh,L2Bw,L2BwLow,L2BwHigh,L1Bw,L1BwLow,L1BwHigh,LDSBw,LDSBwLow,LDSBwHigh,FP8Flops,FP8FlopsLow,FP8FlopsHigh,FP16Flops,FP16FlopsLow,FP16FlopsHigh,BF16Flops,BF16FlopsLow,BF16FlopsHigh,FP32Flops,FP32FlopsLow,FP32FlopsHigh,FP64Flops,FP64FlopsLow,FP64FlopsHigh,I8Ops,I8OpsLow,I8OpsHigh,I32Ops,I32OpsLow,I32OpsHigh,I64Ops,I64OpsLow,I64OpsHigh,MFMAF4Flops,MFMAF4FlopsLow,MFMAF4FlopsHigh,MFMAF6Flops,MFMAF6FlopsLow,MFMAF6FlopsHigh,MFMAF8Flops,MFMAF8FlopsLow,MFMAF8FlopsHigh,MFMAF16Flops,MFMAF16FlopsLow,MFMAF16FlopsHigh,MFMABF16Flops,MFMABF16FlopsLow,MFMABF16FlopsHigh,MFMAF32Flops,MFMAF32FlopsLow,MFMAF32FlopsHigh,MFMAF64Flops,MFMAF64FlopsLow,MFMAF64FlopsHigh,MFMAI8Ops,MFMAI8OpsLow,MFMAI8OpsHigh
0,4210.3989,4208.7607,4212.0371,6334.8882,6331.7925,6337.9839,25600.992,25591.48,25610.504,33573.547,33515.91,33631.184,63298.148,63258.719,63337.578,82966.648,82937.008,82996.289,39545.641,39534.758,39556.523,5763.9106,5761.9658,5765.8555,130797.2,130501.27,131093.14,106166.81,105861.63,106471.99,82699.07,82664.711,82733.43,71769.602,71628.703,71910.5,19721.104,19709.492,19732.715,0,0,0,0,0,0,1917747.2,1914521.2,1920973.2,940750,940187.69,941312.31,522404.81,521757.19,523052.44,139962.7,139886.08,140039.33,145494.88,145377.53,145612.22,1001899.7,1001027.1,1002772.2
